timestamp,node_name,cpu_usage_percent,memory_usage_percent,cpu_cores,memory_bytes,pod_count,node_status,kubelet_version,container_runtime,os_image
2024-11-11 05:09:40,iot-node-3,0.99,36.92,0.01,1517666304.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:40,iot-node-4,0.71,35.89,0.007,1475334144.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:42,client-console,1.3,41.41,0.104,13939978240.0,10,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:42,fog-node-1,3.28,31.96,0.033,1311334400.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:42,fog-node-10,3.18,32.51,0.032,1336156160.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-11 05:09:42,fog-node-11,3.87,34.22,0.039,1404121088.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:42,fog-node-12,3.74,22.12,0.037,906432512.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-11 05:09:42,fog-node-13,3.62,28.18,0.036,1158348800.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:42,fog-node-14,4.19,22.79,0.042,935669760.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 24.04.1 LTS
2024-11-11 05:09:42,fog-node-15,4.68,29.56,0.047,1212960768.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:42,fog-node-16,3.14,32.06,0.031,1311014912.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 38 (Cloud Edition)
2024-11-11 05:09:42,fog-node-2,4.73,22.98,0.047,941314048.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-11 05:09:42,fog-node-3,4.43,37.1,0.044,1525112832.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-11 05:09:42,fog-node-4,3.27,28.37,0.033,1166012416.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:42,fog-node-5,4.51,34.49,0.045,1417621504.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-11 05:09:42,fog-node-6,5.27,32.46,0.053,1334083584.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-11 05:09:42,fog-node-7,7.21,27.76,0.072,1137418240.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 40 (Cloud Edition)
2024-11-11 05:09:42,fog-node-8,3.64,28.11,0.036,1155530752.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:42,fog-node-9,3.76,30.28,0.038,1242673152.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:42,iot-node-1,0.5,15.7,0.005,644308992.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:42,iot-node-2,0.4,13.59,0.004,557658112.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:42,iot-node-3,0.99,36.92,0.01,1517666304.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:42,iot-node-4,0.71,35.89,0.007,1475334144.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:44,client-console,1.3,41.41,0.104,13939978240.0,10,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:44,fog-node-1,3.28,31.96,0.033,1311334400.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:44,fog-node-10,3.18,32.51,0.032,1336156160.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-11 05:09:44,fog-node-11,3.87,34.22,0.039,1404121088.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:44,fog-node-12,3.74,22.12,0.037,906432512.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-11 05:09:44,fog-node-13,3.62,28.18,0.036,1158348800.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:44,fog-node-14,4.19,22.79,0.042,935669760.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 24.04.1 LTS
2024-11-11 05:09:44,fog-node-15,4.68,29.56,0.047,1212960768.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:44,fog-node-16,3.14,32.06,0.031,1311014912.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 38 (Cloud Edition)
2024-11-11 05:09:44,fog-node-2,4.73,22.98,0.047,941314048.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-11 05:09:44,fog-node-3,4.43,37.1,0.044,1525112832.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-11 05:09:44,fog-node-4,3.27,28.37,0.033,1166012416.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:44,fog-node-5,4.51,34.49,0.045,1417621504.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-11 05:09:44,fog-node-6,5.27,32.46,0.053,1334083584.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-11 05:09:44,fog-node-7,7.21,27.76,0.072,1137418240.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 40 (Cloud Edition)
2024-11-11 05:09:44,fog-node-8,3.64,28.11,0.036,1155530752.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:44,fog-node-9,3.76,30.28,0.038,1242673152.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:44,iot-node-1,0.5,15.7,0.005,644308992.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:44,iot-node-2,0.4,13.59,0.004,557658112.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:44,iot-node-3,0.99,36.92,0.01,1517666304.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:44,iot-node-4,0.71,35.89,0.007,1475334144.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:46,client-console,1.3,41.41,0.104,13939978240.0,10,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:46,fog-node-1,3.28,31.96,0.033,1311334400.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:46,fog-node-10,3.18,32.51,0.032,1336156160.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-11 05:09:46,fog-node-11,3.87,34.22,0.039,1404121088.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:46,fog-node-12,3.74,22.12,0.037,906432512.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-11 05:09:46,fog-node-13,3.62,28.18,0.036,1158348800.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:46,fog-node-14,4.19,22.79,0.042,935669760.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 24.04.1 LTS
2024-11-11 05:09:46,fog-node-15,4.68,29.56,0.047,1212960768.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:46,fog-node-16,3.14,32.06,0.031,1311014912.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 38 (Cloud Edition)
2024-11-11 05:09:46,fog-node-2,4.73,22.98,0.047,941314048.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-11 05:09:46,fog-node-3,4.43,37.1,0.044,1525112832.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-11 05:09:46,fog-node-4,3.27,28.37,0.033,1166012416.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:46,fog-node-5,4.51,34.49,0.045,1417621504.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-11 05:09:46,fog-node-6,5.27,32.46,0.053,1334083584.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-11 05:09:46,fog-node-7,7.21,27.76,0.072,1137418240.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 40 (Cloud Edition)
2024-11-11 05:09:46,fog-node-8,3.64,28.11,0.036,1155530752.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:46,fog-node-9,3.76,30.28,0.038,1242673152.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:46,iot-node-1,0.5,15.7,0.005,644308992.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:46,iot-node-2,0.4,13.59,0.004,557658112.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:46,iot-node-3,0.99,36.92,0.01,1517666304.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:46,iot-node-4,0.71,35.89,0.007,1475334144.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:48,client-console,1.3,41.41,0.104,13939978240.0,10,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:48,fog-node-1,3.28,31.96,0.033,1311334400.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:48,fog-node-10,3.18,32.51,0.032,1336156160.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-11 05:09:48,fog-node-11,3.87,34.22,0.039,1404121088.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:48,fog-node-12,3.74,22.12,0.037,906432512.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-11 05:09:48,fog-node-13,3.62,28.18,0.036,1158348800.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:48,fog-node-14,4.19,22.79,0.042,935669760.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 24.04.1 LTS
2024-11-11 05:09:48,fog-node-15,4.68,29.56,0.047,1212960768.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:48,fog-node-16,3.14,32.06,0.031,1311014912.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 38 (Cloud Edition)
2024-11-11 05:09:48,fog-node-2,4.73,22.98,0.047,941314048.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-11 05:09:48,fog-node-3,4.43,37.1,0.044,1525112832.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-11 05:09:48,fog-node-4,3.27,28.37,0.033,1166012416.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:48,fog-node-5,4.51,34.49,0.045,1417621504.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-11 05:09:48,fog-node-6,5.27,32.46,0.053,1334083584.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-11 05:09:48,fog-node-7,7.21,27.76,0.072,1137418240.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 40 (Cloud Edition)
2024-11-11 05:09:48,fog-node-8,3.64,28.11,0.036,1155530752.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:48,fog-node-9,3.76,30.28,0.038,1242673152.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:48,iot-node-1,0.5,15.7,0.005,644308992.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:48,iot-node-2,0.4,13.59,0.004,557658112.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:48,iot-node-3,0.99,36.92,0.01,1517666304.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:48,iot-node-4,0.71,35.89,0.007,1475334144.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:50,client-console,1.3,41.41,0.104,13939978240.0,10,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:50,fog-node-1,3.28,31.96,0.033,1311334400.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:50,fog-node-10,3.18,32.51,0.032,1336156160.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-11 05:09:50,fog-node-11,3.87,34.22,0.039,1404121088.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:50,fog-node-12,3.74,22.12,0.037,906432512.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-11 05:09:50,fog-node-13,3.62,28.18,0.036,1158348800.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:50,fog-node-14,4.19,22.79,0.042,935669760.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 24.04.1 LTS
2024-11-11 05:09:50,fog-node-15,4.68,29.56,0.047,1212960768.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:50,fog-node-16,3.14,32.06,0.031,1311014912.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 38 (Cloud Edition)
2024-11-11 05:09:50,fog-node-2,4.73,22.98,0.047,941314048.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-11 05:09:50,fog-node-3,4.43,37.1,0.044,1525112832.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-11 05:09:50,fog-node-4,3.27,28.37,0.033,1166012416.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:50,fog-node-5,4.51,34.49,0.045,1417621504.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-11 05:09:50,fog-node-6,5.27,32.46,0.053,1334083584.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-11 05:09:50,fog-node-7,7.21,27.76,0.072,1137418240.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 40 (Cloud Edition)
2024-11-11 05:09:50,fog-node-8,3.64,28.11,0.036,1155530752.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:50,fog-node-9,3.76,30.28,0.038,1242673152.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:50,iot-node-1,0.5,15.7,0.005,644308992.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:50,iot-node-2,0.4,13.59,0.004,557658112.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:50,iot-node-3,0.99,36.92,0.01,1517666304.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:50,iot-node-4,0.71,35.89,0.007,1475334144.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:53,client-console,1.3,41.41,0.104,13939978240.0,10,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-11 05:09:53,fog-node-1,3.28,31.96,0.033,1311334400.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:53,fog-node-10,3.18,32.51,0.032,1336156160.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-11 05:09:53,fog-node-11,3.87,34.22,0.039,1404121088.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-11 05:09:53,fog-node-12,3.03,22.13,0.03,906772480.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
